# exakt: -2.9237405274557
40 -2.8959503987508235
80 -2.916697991204679
150 -2.92171877104
300 -2.92323134105089
600 -2.923612563484379
1000 -2.923694329360305
10000 -2.92374006239115
100000 -2.9237405227952418
